datetime,open,high,low,close,volume,money,open_interest
2015-03-16 21:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 21:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 22:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-16 23:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 00:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 01:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 02:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 02:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 02:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 02:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 02:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 02:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 09:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 10:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 11:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 11:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 11:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 11:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 11:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 11:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 13:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 13:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 13:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 13:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 13:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 13:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:20:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:25:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:30:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:35:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:40:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:45:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:50:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 14:55:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 21:00:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 21:05:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 21:10:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 21:15:00,239.4,239.4,239.4,239.4,0.0,0.0,0.0
2015-03-17 21:20:00,239.4,239.4,235.85,235.85,2.0,471700.0,2.0
2015-03-17 21:25:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 21:30:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 21:35:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 21:40:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 21:45:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 21:50:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 21:55:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:00:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:05:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:10:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:15:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:20:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:25:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:30:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:35:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:40:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
2015-03-17 22:45:00,235.85,235.85,235.85,235.85,0.0,0.0,2.0
