datetime,open,high,low,close,volume,money,open_interest
2021-06-15 09:30:00,97.39,97.39,97.39,97.39,0.0,0.0,0.0
2021-06-15 09:35:00,97.39,97.39,97.17,97.17,2.0,1945600.0,2.0
2021-06-15 09:40:00,97.17,97.17,97.165,97.165,3.0,2915050.0,5.0
2021-06-15 09:45:00,97.165,97.165,97.165,97.165,0.0,0.0,5.0
2021-06-15 09:50:00,97.165,97.165,97.13,97.13,1.0,971300.0,6.0
2021-06-15 09:55:00,97.13,97.135,97.13,97.135,3.0,2914050.0,9.0
2021-06-15 10:00:00,97.135,97.135,97.135,97.135,3.0,2914050.0,12.0
2021-06-15 10:05:00,97.135,97.135,97.135,97.135,0.0,0.0,12.0
2021-06-15 10:10:00,97.135,97.135,97.1,97.1,1.0,971000.0,12.0
2021-06-15 10:15:00,97.1,97.1,97.09,97.09,10.0,9709050.0,22.0
2021-06-15 10:20:00,97.09,97.09,97.09,97.09,0.0,0.0,22.0
2021-06-15 10:25:00,97.09,97.09,97.09,97.09,0.0,0.0,22.0
2021-06-15 10:30:00,97.09,97.09,97.09,97.09,0.0,0.0,22.0
2021-06-15 10:35:00,97.09,97.09,97.09,97.09,0.0,0.0,22.0
2021-06-15 10:40:00,97.09,97.09,97.09,97.09,0.0,0.0,22.0
2021-06-15 10:45:00,97.09,97.09,97.09,97.09,0.0,0.0,22.0
2021-06-15 10:50:00,97.09,97.09,97.065,97.065,7.0,6794550.0,23.0
2021-06-15 10:55:00,97.065,97.065,97.065,97.065,0.0,0.0,23.0
2021-06-15 11:00:00,97.065,97.065,97.065,97.065,0.0,0.0,23.0
2021-06-15 11:05:00,97.065,97.065,97.065,97.065,0.0,0.0,23.0
2021-06-15 11:10:00,97.065,97.065,97.065,97.065,0.0,0.0,23.0
2021-06-15 11:15:00,97.065,97.08,97.065,97.08,1.0,970800.0,24.0
2021-06-15 11:20:00,97.09,97.09,97.08,97.09,2.0,1941800.0,26.0
2021-06-15 11:25:00,97.09,97.09,97.09,97.09,0.0,0.0,26.0
2021-06-15 13:00:00,97.09,97.09,97.09,97.09,0.0,0.0,26.0
2021-06-15 13:05:00,97.09,97.09,97.09,97.09,0.0,0.0,26.0
2021-06-15 13:10:00,97.09,97.09,97.09,97.09,0.0,0.0,26.0
2021-06-15 13:15:00,97.155,97.165,97.09,97.165,2.0,1943200.0,25.0
2021-06-15 13:20:00,97.165,97.165,97.165,97.165,0.0,0.0,25.0
2021-06-15 13:25:00,97.165,97.165,97.165,97.165,0.0,0.0,25.0
2021-06-15 13:30:00,97.165,97.165,97.165,97.165,0.0,0.0,25.0
2021-06-15 13:35:00,97.165,97.165,97.165,97.165,0.0,0.0,25.0
2021-06-15 13:40:00,97.165,97.165,97.165,97.165,0.0,0.0,25.0
2021-06-15 13:45:00,97.165,97.165,97.165,97.165,0.0,0.0,25.0
2021-06-15 13:50:00,97.165,97.165,97.16,97.16,1.0,971600.0,26.0
